Home team,Away team,Home score,Away score,Home odds,Draw odds,Away odds
Bulls,Sharks,23,26,1.34,21.43,3.15
Waratahs,Brumbies,41,7,1.26,22.25,3.77
Crusaders,Hurricanes,16,9,1.27,22.63,3.65
Chiefs,Reds,11,19,1.73,19.06,2.07
Rebels,Force,24,27,2.77,20.63,1.43
Blues,Highlanders,33,16,1.18,24.25,4.49
Stormers,Bulls,16,19,1.55,19.19,2.42
Lions,Sharks,30,30,3.66,23,1.26
Force,Reds,21,24,2.54,20.5,1.49
Waratahs,Highlanders,33,7,1.33,22.25,3.22
Crusaders,Blues,23,16,1.31,22.38,3.33
Brumbies,Rebels,32,17,1.21,24.63,4.23
Chiefs,Hurricanes,18,18,1.45,20.44,2.68
Cheetahs,Sharks,18,23,2.21,18.57,1.66
Reds,Brumbies,14,22,1.07,31.75,7.06
Blues,Chiefs,11,16,1.34,21.38,3.23
Hurricanes,Lions,38,27,1.16,24.25,4.87
Bulls,Waratahs,23,17,1.26,22.13,3.75
Rebels,Stormers,3,40,6.14,27.5,1.11
Highlanders,Force,14,21,1.28,22.29,3.52
Reds,Crusaders,17,16,2.17,18,1.68
Bulls,Cheetahs,32,21,1.25,22.57,3.79
Sharks,Waratahs,26,21,1.45,20.86,2.72
Brumbies,Stormers,3,16,3.48,22,1.29
Highlanders,Lions,22,26,1.11,26.75,5.92
Hurricanes,Force,34,28,1.1,27,6.44
Sharks,Bulls,23,32,1.68,19.14,2.17
Cheetahs,Rebels,41,21,1.07,28.71,7.21
Force,Brumbies,13,13,1.38,20.5,2.97
Waratahs,Lions,29,12,1.08,29.5,6.79
Crusaders,Chiefs,25,19,1.24,22.75,3.9
Blues,Stormers,26,28,1.4,20.5,2.87
Cheetahs,Crusaders,33,20,4.7,26.14,1.17
Bulls,Rebels,47,10,1.02,33.63,11.44
Brumbies,Lions,20,29,1.12,26.13,5.8
Chiefs,Stormers,30,23,2.23,18.81,1.64
Reds,Blues,37,31,1.6,18.63,2.31
Highlanders,Hurricanes,13,6,1.89,19,1.91
Sharks,Brumbies,34,16,1.12,26.71,5.5
Stormers,Crusaders,14,20,1.69,19.31,2.13
Waratahs,Force,20,15,1.35,21.38,3.11
Chiefs,Highlanders,20,7,1.64,19.44,2.22
Lions,Cheetahs,19,53,1.84,18,1.96
Rebels,Reds,18,33,6.16,27.75,1.1
Hurricanes,Blues,11,17,2.44,19.31,1.54
Stormers,Sharks,32,12,1.49,19.71,2.61
Bulls,Chiefs,43,27,1.43,20.38,2.81
Force,Crusaders,30,42,3.2,20.5,1.34
Waratahs,Rebels,28,9,1.19,25,4.53
Hurricanes,Reds,28,26,2.35,18.88,1.58
Cheetahs,Brumbies,47,36,1.71,19.14,2.1
Highlanders,Blues,10,15,2.21,18.75,1.66
Lions,Chiefs,30,34,2.37,18.94,1.57
Sharks,Hurricanes,40,24,1.23,22.86,3.98
Force,Bulls,26,21,2.4,18.81,1.55
Reds,Waratahs,19,15,1.46,19.63,2.68
Crusaders,Highlanders,18,26,1.08,30.13,6.98
Blues,Rebels,40,23,1.02,36.25,12.06
Brumbies,Force,19,27,1.32,21.75,3.28
Cheetahs,Hurricanes,47,50,1.79,18.86,2.02
Lions,Stormers,19,33,4.27,23.38,1.2
Reds,Bulls,39,30,1.36,21.13,3.08
Blues,Waratahs,31,17,1.39,20.75,2.91
Rebels,Highlanders,18,40,2.18,18.56,1.68
Chiefs,Crusaders,16,34,4.18,24.13,1.21
Sharks,Lions,27,3,1.18,24.5,4.54
Stormers,Reds,6,19,1.26,21.13,3.72
Force,Waratahs,3,31,2.78,20.25,1.42
Brumbies,Hurricanes,17,16,1.67,18.56,2.19
Crusaders,Bulls,27,0,1.25,22.13,3.78
Highlanders,Cheetahs,24,21,1.13,26.5,5.38
Sharks,Stormers,6,16,1.98,18.5,1.82
Lions,Reds,25,30,2.9,21,1.4
Force,Rebels,25,26,1.2,23.75,4.29
Hurricanes,Bulls,14,26,1.58,18.81,2.33
Blues,Cheetahs,29,22,1.01,37.13,12.13
Waratahs,Chiefs,23,16,1.37,21,3.06
Highlanders,Brumbies,26,20,1.38,20.78,2.99
Crusaders,Sharks,44,28,1.18,23.5,4.53
Bulls,Lions,30,23,1.16,26,4.89
Stormers,Force,51,16,1.18,24.75,4.59
Brumbies,Waratahs,22,29,2.26,19.19,1.63
Chiefs,Blues,13,16,2.05,18.44,1.77
Reds,Cheetahs,41,8,1.07,31.13,7.11
Rebels,Hurricanes,42,25,4.43,24.25,1.19
Bulls,Stormers,13,23,1.52,19.31,2.51
Lions,Force,15,27,1.57,19.31,2.36
Waratahs,Cheetahs,3,23,1.03,33.86,9.54
Blues,Hurricanes,41,17,1.55,19.44,2.42
Highlanders,Crusaders,13,44,4.31,24,1.2
Reds,Rebels,53,3,1.08,30.13,7.01
Chiefs,Sharks,15,9,1.75,18.94,2.06
Cheetahs,Lions,20,25,1.73,18.44,2.09
Force,Blues,22,22,3.28,22.13,1.32
Hurricanes,Chiefs,29,26,1.51,20.25,2.52
Stormers,Highlanders,18,6,1.39,20.75,2.95
Rebels,Sharks,32,34,4.66,24.13,1.18
Crusaders,Brumbies,52,10,1.08,30.25,7.12
Bulls,Highlanders,28,35,1.12,28.57,5.83
Stormers,Cheetahs,21,15,1.17,25.14,4.69
Force,Sharks,12,39,2.3,18.83,1.61
Brumbies,Reds,25,31,1.41,20.43,2.85
Chiefs,Rebels,38,10,1.13,27.71,5.35
Lions,Blues,32,41,2.22,18.79,1.64
Crusaders,Waratahs,33,18,1.48,19.83,2.62
Stormers,Lions,19,16,1.18,25,4.56
Sharks,Blues,26,12,1.53,18.92,2.49
Waratahs,Reds,30,6,1.36,21.17,3.07
Cheetahs,Bulls,23,25,5.77,28.29,1.12
Rebels,Brumbies,25,24,5.68,27.33,1.13
Highlanders,Chiefs,23,13,2.41,18.92,1.57
Reds,Force,21,20,1.17,25,4.74
Lions,Bulls,20,24,5.38,28.17,1.13
Sharks,Cheetahs,24,9,1.14,27.14,5.21
Brumbies,Chiefs,28,20,1.67,18.92,2.2
Blues,Crusaders,24,22,2.04,18.92,1.78
Rebels,Waratahs,0,43,3.44,22.5,1.31
Hurricanes,Highlanders,9,14,1.13,28.5,5.56
Bulls,Stormers,25,17,1.47,20,2.7
Stormers,Waratahs,25,6,1.32,21.14,3.34
Bulls,Crusaders,39,24,1.4,20.71,2.94
Stormers,Bulls,38,10,1.11,27.14,6.23
Cheetahs,Lions,59,10,1.14,24.57,5.17
Reds,Highlanders,38,36,1.18,24.14,4.62
Blues,Chiefs,30,20,1.17,25.14,4.73
Sharks,Force,27,22,1.14,26.86,5.1
Waratahs,Hurricanes,32,16,1.63,20.29,2.23
Crusaders,Brumbies,40,22,1.4,21.86,2.91
Sharks,Stormers,20,14,2.7,20.57,1.45
Cheetahs,Force,29,14,1.98,18.67,1.82
Lions,Blues,14,56,3.43,22,1.3
Brumbies,Highlanders,31,3,1.13,27.29,5.25
Chiefs,Waratahs,19,46,2.15,19.14,1.69
Bulls,Crusaders,40,35,1.27,23.29,3.66
Hurricanes,Reds,44,21,1.43,21.43,2.75
Bulls,Sharks,27,19,1.28,22,3.59
Lions,Force,12,33,2.39,19.43,1.56
Cheetahs,Blues,36,32,2.78,20.43,1.42
Brumbies,Reds,32,12,1.85,17.71,1.96
Hurricanes,Chiefs,33,27,1.16,25.57,4.96
Stormers,Crusaders,42,14,1.56,19.43,2.4
Highlanders,Waratahs,26,10,2.78,20.29,1.43
Sharks,Blues,23,10,1.57,19.29,2.36
Bulls,Lions,51,11,1.03,35.71,10.64
Waratahs,Brumbies,19,12,1.55,19.29,2.4
Highlanders,Hurricanes,31,33,3.35,21.14,1.32
Force,Crusaders,24,16,5.03,24.71,1.15
Reds,Stormers,16,13,2.04,18.43,1.78
Chiefs,Cheetahs,25,25,1.06,32.86,7.56
Lions,Sharks,28,32,4.23,23.57,1.21
Reds,Bulls,19,12,2.32,20,1.59
Crusaders,Cheetahs,45,6,1.01,40.83,13.5
Blues,Force,38,17,1.26,23.14,3.76
Brumbies,Hurricanes,13,23,1.47,21.14,2.62
Chiefs,Stormers,15,49,2.07,18.43,1.76
Lions,Reds,26,41,3.14,21.14,1.36
Brumbies,Cheetahs,61,15,1.04,32,8.89
Crusaders,Waratahs,20,13,1.28,22.86,3.54
Blues,Stormers,21,33,1.36,22.14,3.04
Highlanders,Force,27,41,1.38,21.57,2.98
Chiefs,Bulls,19,33,1.8,19.67,2
Sharks,Reds,30,28,1.51,20.29,2.5
Waratahs,Cheetahs,40,17,1.09,29.43,6.54
Chiefs,Highlanders,27,21,1.2,23.14,4.28
Blues,Bulls,32,17,1.88,18,1.92
Force,Stormers,16,15,3.29,21.86,1.32
Hurricanes,Crusaders,26,26,2.36,19.29,1.57
Force,Bulls,15,28,4.84,25.14,1.17
Waratahs,Blues,39,32,1.62,18.86,2.27
Hurricanes,Sharks,26,29,1.46,20.43,2.65
Cheetahs,Reds,10,31,1.98,18.57,1.83
Brumbies,Chiefs,30,23,1.64,18.86,2.24
Highlanders,Lions,39,29,1.12,30.17,5.78
Stormers,Cheetahs,21,8,1.19,22.29,4.55
Force,Waratahs,10,14,4.28,21.86,1.21
Highlanders,Sharks,16,30,2.08,18,1.75
Crusaders,Lions,46,19,1.01,36.25,13
Bulls,Hurricanes,19,18,1.13,26.29,5.61
Blues,Brumbies,39,34,1.67,18.71,2.19
Reds,Force,50,10,1.31,22.57,3.38
Stormers,Hurricanes,37,13,1.51,20,2.52
Bulls,Highlanders,50,35,1.03,35.71,10.21
Brumbies,Sharks,24,22,1.25,22.71,3.76
Waratahs,Lions,73,12,1.08,32.17,7.25
Chiefs,Crusaders,19,26,2.21,19.14,1.66
Cheetahs,Hurricanes,28,12,2.67,18.33,1.47
Stormers,Highlanders,33,0,1.35,20.17,3.16
Waratahs,Sharks,25,21,1.27,22,3.61
Crusaders,Blues,33,20,1.21,21.43,4.27
Brumbies,Lions,24,13,1.04,33.67,9.67
Chiefs,Reds,18,23,1.06,28.29,7.86
Bulls,Waratahs,48,38,1.13,27.57,5.34
Cheetahs,Highlanders,24,31,1.47,19.57,2.64
Force,Chiefs,19,37,3.1,21,1.36
Reds,Blues,18,27,1.67,18.29,2.19
Hurricanes,Lions,33,18,1.02,40.33,11.5
Stormers,Brumbies,17,19,1.53,19.71,2.47
Crusaders,Sharks,35,6,1.15,25.57,5.1
Stormers,Waratahs,27,6,1.42,19.57,2.84
Bulls,Brumbies,50,32,1.38,20.43,2.99
Hurricanes,Force,47,22,1.06,32.14,7.9
Lions,Chiefs,65,72,3.54,21.43,1.29
Sharks,Cheetahs,20,25,1.25,22.29,3.8
Reds,Crusaders,41,20,4.47,24.33,1.19
Highlanders,Blues,15,19,1.97,19,1.85
Sharks,Chiefs,18,19,1.45,21,2.69
Lions,Stormers,13,26,3.22,22.67,1.34
Reds,Waratahs,28,30,2.71,20.33,1.45
Crusaders,Highlanders,32,17,1.14,29.67,5.5
Cheetahs,Bulls,34,51,4.03,23.33,1.23
Force,Brumbies,15,24,2.57,21,1.49
Blues,Hurricanes,20,34,2.12,19.67,1.72
Bulls,Chiefs,61,17,1.37,20,3.09
Bulls,Crusaders,36,23,1.43,21.33,2.83
Chiefs,Hurricanes,14,10,1.85,17.6,1.94
Sharks,Bulls,26,27,2.08,19,1.73
Cheetahs,Stormers,22,28,1.78,19.17,2.02
Force,Highlanders,33,28,1.21,23,4.1
Reds,Hurricanes,28,37,5.7,30.17,1.11
Blues,Crusaders,13,15,2.57,21.33,1.49
Lions,Waratahs,33,38,2.67,21.5,1.46
Chiefs,Brumbies,10,7,1.23,23.5,4.03
Stormers,Force,25,24,2.1,17.83,1.73
Bulls,Cheetahs,29,20,1.1,29.83,6.17
Sharks,Waratahs,12,16,1.41,20.17,2.85
Brumbies,Blues,37,15,1.5,20.33,2.53
Chiefs,Hurricanes,16,8,1.82,17.83,1.97
Lions,Highlanders,27,22,1.92,17.2,1.86
Crusaders,Reds,32,12,1.06,34.17,7.63
Stormers,Chiefs,14,28,2.02,18.83,1.77
Bulls,Force,32,29,1.29,23.17,3.47
Sharks,Highlanders,23,15,1.12,28.33,5.75
Reds,Brumbies,13,52,1.94,17.83,1.86
Cheetahs,Waratahs,10,18,2.16,18.83,1.69
Lions,Crusaders,20,32,2.52,20.67,1.5
Hurricanes,Blues,45,27,1.26,24.33,3.69
Bulls,Chiefs,33,27,1.5,20.67,2.55
Cheetahs,Crusaders,20,13,3.43,23.33,1.29
Hurricanes,Brumbies,56,7,1.31,22.5,3.32
Blues,Reds,24,31,1.09,31.5,6.37
Force,Lions,55,14,1.23,24.67,4.08
Highlanders,Stormers,11,18,1.43,22.17,2.78
Sharks,Crusaders,10,13,1.4,21.5,2.86
Cheetahs,Chiefs,10,28,2.82,21.83,1.41
Waratahs,Force,14,15,1.55,19.33,2.41
Reds,Lions,20,31,1.36,22,3.08
Hurricanes,Stormers,34,11,1.28,23,3.55
Brumbies,Bulls,32,31,1.7,19.17,2.12
Blues,Highlanders,26,6,1.32,22.17,3.3
Cheetahs,Sharks,31,6,5.84,31.17,1.11
Waratahs,Bulls,6,20,1.61,20,2.26
Highlanders,Reds,24,19,1.35,22.67,3.08
Force,Hurricanes,27,28,1.89,18,1.9
Blues,Lions,36,12,1.09,29.83,6.58
Cheetahs,Brumbies,27,40,2.33,19.83,1.58
Waratahs,Stormers,12,6,1.42,22,2.79
Chiefs,Lions,36,29,1.03,38.17,9.83
Sharks,Hurricanes,33,17,1.38,22,2.94
Crusaders,Bulls,16,13,1.6,20,2.28
Lions,Hurricanes,32,38,2.56,21,1.49
Sharks,Brumbies,35,14,1.2,24.67,4.27
Reds,Chiefs,26,50,2.3,19,1.6
Crusaders,Stormers,11,7,1.38,21.83,2.95
Highlanders,Bulls,36,12,2.52,20.67,1.51
Blues,Waratahs,22,27,1.46,21,2.64
Lions,Brumbies,25,17,2.29,20,1.59
Force,Sharks,10,22,2.18,19.4,1.67
Waratahs,Crusaders,13,17,1.49,20.6,2.56
Chiefs,Blues,63,34,1.9,18.4,1.88
Highlanders,Cheetahs,32,8,1.13,27.4,5.4
Hurricanes,Bulls,14,19,1.46,21,2.65
Stormers,Lions,56,18,1.26,21.67,3.72
Reds,Sharks,25,13,2.92,20.33,1.4
Highlanders,Chiefs,10,14,2.29,19.5,1.6
Crusaders,Force,23,23,1.56,19.17,2.4
Brumbies,Waratahs,21,11,1.91,18,1.89
Blues,Cheetahs,46,12,1.04,34.5,8.63
Bulls,Stormers,14,10,1.33,22,3.24
Highlanders,Crusaders,6,0,2.82,20.67,1.41
Blues,Sharks,31,35,1.75,18.17,2.06
Hurricanes,Cheetahs,29,12,1.05,33.2,8.15
Stormers,Sharks,15,20,2.02,18.4,1.77
Hurricanes,Waratahs,22,26,1.37,21.4,3.02
Crusaders,Chiefs,19,13,1.32,21.4,3.29
Lions,Cheetahs,34,28,1.59,20.2,2.3
Force,Blues,19,25,2.03,19.4,1.78
Highlanders,Brumbies,31,33,2.21,20,1.64
